population,raw_cosine,calibrated
whole corpus,0.3471895,0.0
whole corpus,0.3470154,0.0
whole corpus,0.4143249,0.0
whole corpus,0.31847653,0.0
whole corpus,0.30380884,0.0
whole corpus,0.43877068,0.0
whole corpus,0.22883108,0.0
whole corpus,0.24662846,0.0
whole corpus,0.2785701,0.0
whole corpus,0.26981613,0.0
whole corpus,0.2269916,0.0
whole corpus,0.41399723,0.0
whole corpus,0.23240703,0.0
whole corpus,0.2768804,0.0
whole corpus,0.27497834,0.0
whole corpus,0.3346388,0.0
whole corpus,0.3530344,0.0
whole corpus,0.15939635,0.0
whole corpus,0.6312385,0.8595044655086896
whole corpus,0.47792643,0.0
whole corpus,0.48785818,0.0
whole corpus,0.4590793,0.0
whole corpus,0.2170432,0.0
whole corpus,0.24553414,0.0
whole corpus,0.51401925,0.0
whole corpus,0.08795724,0.0
whole corpus,0.33301705,0.0
whole corpus,0.5822433,0.23346959823559355
whole corpus,0.311992,0.0
whole corpus,0.28637794,0.0
whole corpus,0.43515345,0.0
whole corpus,0.28975567,0.0
whole corpus,0.16901895,0.0
whole corpus,0.3207312,0.0
whole corpus,0.29504594,0.0
whole corpus,0.30242047,0.0
whole corpus,0.3060487,0.0
whole corpus,0.37357247,0.0
whole corpus,0.055715512,0.0
whole corpus,0.19707295,0.0
whole corpus,0.3108109,0.0
whole corpus,0.5029711,0.0
whole corpus,0.17093447,0.0
whole corpus,0.42428905,0.0
whole corpus,0.2407063,0.0
whole corpus,0.32761842,0.0
whole corpus,0.42460626,0.0
whole corpus,0.1712799,0.0
whole corpus,0.26751956,0.0
whole corpus,0.01615656,0.0
whole corpus,0.35461617,0.0
whole corpus,0.26603228,0.0
whole corpus,0.37816358,0.0
whole corpus,0.29001617,0.0
whole corpus,0.47082743,0.0
whole corpus,0.38642967,0.0
whole corpus,0.24888466,0.0
whole corpus,0.2040166,0.0
whole corpus,0.4685055,0.0
whole corpus,0.41084528,0.0
whole corpus,0.30789432,0.0
whole corpus,0.4321849,0.0
whole corpus,0.41216123,0.0
whole corpus,0.25295267,0.0
whole corpus,0.52609825,0.0
whole corpus,0.26222232,0.0
whole corpus,0.16028096,0.0
whole corpus,0.35768688,0.0
whole corpus,0.28714076,0.0
whole corpus,0.14752921,0.0
whole corpus,0.25462273,0.0
whole corpus,0.38052773,0.0
whole corpus,0.21887156,0.0
whole corpus,0.38725835,0.0
whole corpus,0.23435465,0.0
whole corpus,0.42597318,0.0
whole corpus,0.2823123,0.0
whole corpus,0.18024127,0.0
whole corpus,0.34746593,0.0
whole corpus,0.32736868,0.0
whole corpus,0.30674013,0.0
whole corpus,0.31037003,0.0
whole corpus,0.2519706,0.0
whole corpus,0.22069925,0.0
whole corpus,0.4796569,0.0
whole corpus,0.29146394,0.0
whole corpus,0.20721766,0.0
whole corpus,0.3405949,0.0
whole corpus,0.37813258,0.0
whole corpus,0.3275512,0.0
whole corpus,0.25543037,0.0
whole corpus,0.5492611,0.0
whole corpus,0.27414238,0.0
whole corpus,0.273077,0.0
whole corpus,0.38739967,0.0
whole corpus,0.5333946,0.0
whole corpus,0.26633963,0.0
whole corpus,0.21966982,0.0
whole corpus,0.15605988,0.0
whole corpus,0.25004512,0.0
whole corpus,0.34806255,0.0
whole corpus,0.25104177,0.0
whole corpus,0.20750558,0.0
whole corpus,0.3666109,0.0
whole corpus,0.27192822,0.0
whole corpus,0.32753563,0.0
whole corpus,0.30898583,0.0
whole corpus,0.06851234,0.0
whole corpus,0.31942648,0.0
whole corpus,0.16264835,0.0
whole corpus,0.22336152,0.0
whole corpus,0.36254078,0.0
whole corpus,0.33565867,0.0
whole corpus,0.21367723,0.0
whole corpus,0.2829957,0.0
whole corpus,0.27710643,0.0
whole corpus,0.28592563,0.0
whole corpus,0.2510997,0.0
whole corpus,0.33460435,0.0
whole corpus,0.2661061,0.0
whole corpus,0.20005621,0.0
whole corpus,0.3714115,0.0
whole corpus,0.44930738,0.0
whole corpus,0.34955043,0.0
whole corpus,0.2772097,0.0
whole corpus,0.32351708,0.0
whole corpus,0.30873454,0.0
whole corpus,0.37313652,0.0
whole corpus,0.3735774,0.0
whole corpus,0.23100439,0.0
whole corpus,0.36984295,0.0
whole corpus,0.6022248,0.4887827451406889
whole corpus,0.27322888,0.0
whole corpus,0.20537417,0.0
whole corpus,0.28541696,0.0
whole corpus,0.46508405,0.0
whole corpus,0.124760285,0.0
whole corpus,0.29856375,0.0
whole corpus,0.32414186,0.0
whole corpus,0.38742578,0.0
whole corpus,0.1241825,0.0
whole corpus,0.45139697,0.0
whole corpus,0.33563966,0.0
whole corpus,0.3238116,0.0
whole corpus,0.07771836,0.0
whole corpus,0.4080913,0.0
whole corpus,0.3076622,0.0
whole corpus,0.33616793,0.0
whole corpus,0.24448277,0.0
whole corpus,0.48818845,0.0
whole corpus,0.29246694,0.0
whole corpus,0.2957107,0.0
whole corpus,0.38739967,0.0
whole corpus,0.3200013,0.0
whole corpus,0.24872823,0.0
whole corpus,0.21766433,0.0
whole corpus,0.38130224,0.0
whole corpus,0.24733743,0.0
whole corpus,0.26546597,0.0
whole corpus,0.2964337,0.0
whole corpus,0.5138182,0.0
whole corpus,0.18696888,0.0
whole corpus,0.21762702,0.0
whole corpus,0.29263973,0.0
whole corpus,0.25837725,0.0
whole corpus,0.22933802,0.0
whole corpus,0.39432356,0.0
whole corpus,0.2507303,0.0
whole corpus,0.22837284,0.0
whole corpus,0.3646531,0.0
whole corpus,0.3029328,0.0
whole corpus,0.14227167,0.0
whole corpus,0.101370476,0.0
whole corpus,0.26265588,0.0
whole corpus,0.2820707,0.0
whole corpus,0.2746563,0.0
whole corpus,0.15114737,0.0
whole corpus,0.2940299,0.0
whole corpus,0.3459177,0.0
whole corpus,0.2820764,0.0
whole corpus,0.30723548,0.0
whole corpus,0.296426,0.0
whole corpus,0.28438944,0.0
whole corpus,0.2514365,0.0
whole corpus,0.37284788,0.0
whole corpus,0.38994715,0.0
whole corpus,0.2857535,0.0
whole corpus,0.3020328,0.0
whole corpus,0.2938442,0.0
whole corpus,0.44787547,0.0
whole corpus,0.4151705,0.0
whole corpus,0.28431103,0.0
whole corpus,0.32437652,0.0
whole corpus,0.31974572,0.0
whole corpus,0.24008071,0.0
whole corpus,0.25438982,0.0
whole corpus,0.41256112,0.0
whole corpus,0.53268564,0.0
whole corpus,0.1555483,0.0
whole corpus,0.27400416,0.0
whole corpus,0.28875372,0.0
whole corpus,0.35146928,0.0
whole corpus,0.31539738,0.0
whole corpus,0.15632018,0.0
whole corpus,0.38947996,0.0
whole corpus,0.3696397,0.0
whole corpus,0.29024434,0.0
whole corpus,0.37348416,0.0
whole corpus,0.26210546,0.0
whole corpus,0.28918418,0.0
whole corpus,0.571422,0.09520017315665207
whole corpus,0.1223929,0.0
whole corpus,0.2710814,0.0
whole corpus,0.5001439,0.0
whole corpus,0.22765332,0.0
whole corpus,0.34582233,0.0
whole corpus,0.31882787,0.0
whole corpus,0.44742537,0.0
whole corpus,0.312852,0.0
whole corpus,0.5470517,0.0
whole corpus,0.29206312,0.0
whole corpus,0.27113056,0.0
whole corpus,0.24693787,0.0
whole corpus,0.57378155,0.1253495062986723
whole corpus,0.22924851,0.0
whole corpus,0.27599192,0.0
whole corpus,0.38909346,0.0
whole corpus,0.36818063,0.0
whole corpus,0.3525753,0.0
whole corpus,0.35317928,0.0
whole corpus,0.14115493,0.0
whole corpus,0.59584594,0.40727665392743695
whole corpus,0.16832186,0.0
whole corpus,0.23002218,0.0
whole corpus,0.22249743,0.0
whole corpus,0.25792173,0.0
whole corpus,0.31937814,0.0
whole corpus,0.2807014,0.0
whole corpus,0.2988491,0.0
whole corpus,0.29312006,0.0
whole corpus,0.36113873,0.0
whole corpus,0.3583011,0.0
whole corpus,0.26573747,0.0
whole corpus,0.44066855,0.0
whole corpus,0.38340232,0.0
whole corpus,0.32705832,0.0
whole corpus,0.27019975,0.0
whole corpus,0.15219659,0.0
whole corpus,0.37316895,0.0
whole corpus,0.17281555,0.0
whole corpus,0.4583059,0.0
whole corpus,0.22833201,0.0
whole corpus,0.14800246,0.0
whole corpus,0.3083418,0.0
whole corpus,0.323156,0.0
whole corpus,0.31736648,0.0
whole corpus,0.32040915,0.0
whole corpus,0.3884829,0.0
whole corpus,0.28632724,0.0
whole corpus,0.3157165,0.0
whole corpus,0.17119515,0.0
whole corpus,0.3304599,0.0
whole corpus,0.27446875,0.0
whole corpus,0.31994253,0.0
whole corpus,0.21181977,0.0
whole corpus,0.31969702,0.0
whole corpus,0.2720083,0.0
whole corpus,0.12110016,0.0
whole corpus,0.31060863,0.0
whole corpus,0.4527784,0.0
whole corpus,0.23983699,0.0
whole corpus,0.19446087,0.0
whole corpus,0.5342717,0.0
whole corpus,0.33082747,0.0
whole corpus,0.25897315,0.0
whole corpus,0.32102653,0.0
whole corpus,0.3322592,0.0
whole corpus,0.2160443,0.0
whole corpus,0.23641437,0.0
whole corpus,0.15442854,0.0
whole corpus,0.30127084,0.0
whole corpus,0.4192358,0.0
whole corpus,0.32830697,0.0
whole corpus,0.36529183,0.0
whole corpus,0.33108938,0.0
whole corpus,0.3981476,0.0
whole corpus,0.2801361,0.0
whole corpus,0.3178115,0.0
whole corpus,0.20402995,0.0
whole corpus,0.29796284,0.0
whole corpus,0.24603748,0.0
whole corpus,0.21161471,0.0
whole corpus,0.22059238,0.0
whole corpus,0.22664472,0.0
whole corpus,0.34261042,0.0
whole corpus,0.43647802,0.0
whole corpus,0.36072665,0.0
whole corpus,0.2017349,0.0
whole corpus,0.21350981,0.0
whole corpus,0.2873419,0.0
whole corpus,0.4553424,0.0
whole corpus,0.2608443,0.0
whole corpus,0.2583343,0.0
whole corpus,0.2895534,0.0
whole corpus,0.2872933,0.0
whole corpus,0.28085077,0.0
whole corpus,0.3103385,0.0
whole corpus,0.39020377,0.0
whole corpus,0.29323757,0.0
whole corpus,0.19286174,0.0
whole corpus,0.34817648,0.0
whole corpus,0.34542114,0.0
whole corpus,0.19150007,0.0
whole corpus,0.3489858,0.0
whole corpus,0.30933273,0.0
whole corpus,0.40181088,0.0
whole corpus,0.24039203,0.0
whole corpus,0.35695618,0.0
whole corpus,0.2703701,0.0
whole corpus,0.3040497,0.0
whole corpus,0.25562483,0.0
whole corpus,0.14974828,0.0
whole corpus,0.32451242,0.0
whole corpus,0.3678335,0.0
whole corpus,0.21801929,0.0
whole corpus,0.20389059,0.0
whole corpus,0.3296792,0.0
whole corpus,0.34652877,0.0
whole corpus,0.24003826,0.0
whole corpus,0.32840645,0.0
whole corpus,0.3005426,0.0
whole corpus,0.537941,0.0
whole corpus,0.42865923,0.0
whole corpus,0.43902493,0.0
whole corpus,0.34182578,0.0
whole corpus,0.36569977,0.0
whole corpus,0.29689598,0.0
whole corpus,0.2763999,0.0
whole corpus,0.27607548,0.0
whole corpus,0.2627083,0.0
whole corpus,0.30312684,0.0
whole corpus,0.3481472,0.0
whole corpus,0.19801015,0.0
whole corpus,0.43902493,0.0
whole corpus,0.2786702,0.0
whole corpus,0.35833585,0.0
whole corpus,0.34206116,0.0
whole corpus,0.27768898,0.0
whole corpus,0.5089366,0.0
whole corpus,0.31239885,0.0
whole corpus,0.2639132,0.0
whole corpus,0.1967096,0.0
whole corpus,0.33424294,0.0
whole corpus,0.16096196,0.0
whole corpus,0.38635442,0.0
whole corpus,0.18673919,0.0
whole corpus,0.5502795,0.0
whole corpus,0.4273495,0.0
whole corpus,0.36991957,0.0
whole corpus,0.33303505,0.0
whole corpus,0.3462546,0.0
whole corpus,0.25763768,0.0
whole corpus,0.29272744,0.0
whole corpus,0.23470926,0.0
whole corpus,0.2245623,0.0
whole corpus,0.1320585,0.0
whole corpus,0.33460435,0.0
whole corpus,0.48519117,0.0
whole corpus,0.21468195,0.0
whole corpus,0.33194762,0.0
whole corpus,0.27322033,0.0
whole corpus,0.2776518,0.0
whole corpus,0.20947927,0.0
whole corpus,0.18682276,0.0
whole corpus,0.31933647,0.0
whole corpus,0.2865855,0.0
whole corpus,0.19435766,0.0
whole corpus,0.3093859,0.0
whole corpus,0.5093392,0.0
whole corpus,0.3457759,0.0
whole corpus,0.24008635,0.0
whole corpus,0.25214636,0.0
whole corpus,0.2522492,0.0
whole corpus,0.18886837,0.0
whole corpus,0.32885134,0.0
whole corpus,0.35589767,0.0
whole corpus,0.2648146,0.0
whole corpus,0.23962739,0.0
whole corpus,0.4651903,0.0
whole corpus,0.33122957,0.0
whole corpus,0.53703165,0.0
whole corpus,0.23159458,0.0
whole corpus,0.4729915,0.0
whole corpus,0.2979694,0.0
whole corpus,0.3340745,0.0
whole corpus,0.3484217,0.0
whole corpus,0.35258546,0.0
whole corpus,0.23890701,0.0
whole corpus,0.27149308,0.0
whole corpus,0.36387956,0.0
whole corpus,0.3291968,0.0
whole corpus,0.2807427,0.0
whole corpus,0.4616624,0.0
whole corpus,0.26427644,0.0
whole corpus,0.27771223,0.0
whole corpus,0.3163152,0.0
whole corpus,0.32816845,0.0
whole corpus,0.23320708,0.0
whole corpus,0.27795166,0.0
whole corpus,0.35951674,0.0
whole corpus,0.28990915,0.0
whole corpus,0.13158911,0.0
whole corpus,0.28037977,0.0
whole corpus,0.29225042,0.0
whole corpus,0.30882934,0.0
whole corpus,0.5116262,0.0
whole corpus,0.30450612,0.0
whole corpus,0.31347117,0.0
whole corpus,0.3689648,0.0
whole corpus,0.2613813,0.0
whole corpus,0.42025483,0.0
whole corpus,0.20438603,0.0
whole corpus,0.3073869,0.0
whole corpus,0.2340053,0.0
whole corpus,0.3210442,0.0
whole corpus,0.35197723,0.0
whole corpus,0.23207852,0.0
whole corpus,0.47673523,0.0
whole corpus,0.3952534,0.0
whole corpus,0.40352586,0.0
whole corpus,0.27354184,0.0
whole corpus,0.3668763,0.0
whole corpus,0.21045098,0.0
whole corpus,0.39432353,0.0
whole corpus,0.21350041,0.0
whole corpus,0.35483462,0.0
whole corpus,0.49232876,0.0
whole corpus,0.43535316,0.0
whole corpus,0.30191773,0.0
whole corpus,0.29869306,0.0
whole corpus,0.32362092,0.0
whole corpus,0.16828583,0.0
whole corpus,0.22319147,0.0
whole corpus,0.30135286,0.0
whole corpus,0.34572533,0.0
whole corpus,0.3032759,0.0
whole corpus,0.37237287,0.0
whole corpus,0.23961473,0.0
whole corpus,0.28656644,0.0
whole corpus,0.3035289,0.0
whole corpus,0.3841341,0.0
whole corpus,0.3104379,0.0
whole corpus,0.4359048,0.0
whole corpus,0.29777786,0.0
whole corpus,0.24624681,0.0
whole corpus,0.16500749,0.0
whole corpus,0.13199726,0.0
whole corpus,0.120585844,0.0
whole corpus,0.19736534,0.0
whole corpus,0.35114235,0.0
whole corpus,0.24298413,0.0
whole corpus,0.45168185,0.0
whole corpus,0.26297575,0.0
whole corpus,0.49466255,0.0
whole corpus,0.33508778,0.0
whole corpus,0.16370475,0.0
whole corpus,0.29973626,0.0
whole corpus,0.122377716,0.0
whole corpus,0.27005744,0.0
whole corpus,0.38588917,0.0
whole corpus,0.28618377,0.0
whole corpus,0.25358257,0.0
whole corpus,0.2494609,0.0
whole corpus,0.31026274,0.0
whole corpus,0.41999593,0.0
whole corpus,0.34280205,0.0
whole corpus,0.47070152,0.0
whole corpus,0.27197224,0.0
whole corpus,0.39398092,0.0
whole corpus,0.4788698,0.0
whole corpus,0.1688601,0.0
whole corpus,0.29193127,0.0
whole corpus,0.3378232,0.0
whole corpus,0.24833061,0.0
whole corpus,0.26768282,0.0
whole corpus,0.27900708,0.0
whole corpus,0.29879242,0.0
whole corpus,0.23513368,0.0
whole corpus,0.47331378,0.0
whole corpus,0.316059,0.0
whole corpus,0.2574278,0.0
whole corpus,0.2694582,0.0
whole corpus,0.32349235,0.0
whole corpus,0.3341365,0.0
whole corpus,0.28263012,0.0
whole corpus,0.3022,0.0
whole corpus,0.304999,0.0
whole corpus,0.25864428,0.0
whole corpus,0.2216067,0.0
whole corpus,0.22248253,0.0
whole corpus,0.2067116,0.0
whole corpus,0.28516173,0.0
whole corpus,0.3113751,0.0
whole corpus,0.38329172,0.0
whole corpus,0.21116681,0.0
whole corpus,0.19087058,0.0
whole corpus,0.36314073,0.0
whole corpus,0.2408028,0.0
whole corpus,0.25976482,0.0
whole corpus,0.36398822,0.0
whole corpus,0.5364508,0.0
whole corpus,0.31736913,0.0
whole corpus,0.2872554,0.0
whole corpus,0.23011565,0.0
whole corpus,0.42469203,0.0
whole corpus,0.2831553,0.0
whole corpus,0.3481103,0.0
whole corpus,0.21977168,0.0
whole corpus,0.28558594,0.0
whole corpus,0.26896304,0.0
whole corpus,0.44402984,0.0
whole corpus,0.22278279,0.0
whole corpus,0.17993528,0.0
whole corpus,0.41651344,0.0
whole corpus,0.34777987,0.0
whole corpus,0.28353727,0.0
whole corpus,0.30321136,0.0
whole corpus,0.5514195,0.0
whole corpus,0.267845,0.0
whole corpus,0.41125834,0.0
whole corpus,0.27684334,0.0
whole corpus,0.2845869,0.0
whole corpus,0.078539446,0.0
whole corpus,0.31654155,0.0
whole corpus,0.3087423,0.0
whole corpus,0.33441254,0.0
whole corpus,0.44255286,0.0
whole corpus,0.44554904,0.0
whole corpus,0.24234658,0.0
whole corpus,0.29254076,0.0
whole corpus,0.2869681,0.0
whole corpus,0.40294224,0.0
whole corpus,0.30672312,0.0
whole corpus,0.29594415,0.0
whole corpus,0.2753119,0.0
whole corpus,0.45687985,0.0
whole corpus,0.17061386,0.0
whole corpus,0.24145156,0.0
whole corpus,0.18216181,0.0
whole corpus,0.39115167,0.0
whole corpus,0.3952534,0.0
whole corpus,0.35833436,0.0
whole corpus,0.12425653,0.0
whole corpus,0.21657898,0.0
whole corpus,0.18289612,0.0
whole corpus,0.23293267,0.0
whole corpus,0.5047115,0.0
whole corpus,0.29572123,0.0
whole corpus,0.3289461,0.0
whole corpus,0.23065512,0.0
whole corpus,0.13679084,0.0
whole corpus,0.21165755,0.0
whole corpus,0.25315458,0.0
whole corpus,0.21343671,0.0
whole corpus,0.25229505,0.0
whole corpus,0.21995568,0.0
whole corpus,0.13613427,0.0
whole corpus,0.29463977,0.0
whole corpus,0.20835412,0.0
whole corpus,0.22946864,0.0
whole corpus,0.51947606,0.0
whole corpus,0.27337375,0.0
whole corpus,0.21846594,0.0
whole corpus,0.24430785,0.0
whole corpus,0.19874445,0.0
whole corpus,0.51768607,0.0
whole corpus,0.18798673,0.0
whole corpus,0.55406725,0.0
whole corpus,0.28396392,0.0
whole corpus,0.2896955,0.0
whole corpus,0.38016683,0.0
whole corpus,0.44753122,0.0
whole corpus,0.32102647,0.0
whole corpus,0.22908501,0.0
whole corpus,0.26308984,0.0
whole corpus,0.28268152,0.0
whole corpus,0.5503713,0.0
whole corpus,0.25246534,0.0
whole corpus,0.32716757,0.0
whole corpus,0.22401051,0.0
whole corpus,0.2657236,0.0
whole corpus,0.3266031,0.0
whole corpus,0.33438537,0.0
whole corpus,0.3117373,0.0
whole corpus,0.29001558,0.0
whole corpus,0.16188903,0.0
whole corpus,0.36289886,0.0
whole corpus,0.3937436,0.0
whole corpus,0.18607834,0.0
whole corpus,0.21974286,0.0
whole corpus,0.20528893,0.0
whole corpus,0.12630928,0.0
whole corpus,0.33552623,0.0
whole corpus,0.4167238,0.0
whole corpus,0.23016934,0.0
whole corpus,0.109759495,0.0
whole corpus,0.2928252,0.0
whole corpus,0.42826235,0.0
whole corpus,0.268096,0.0
whole corpus,0.19956589,0.0
whole corpus,0.24338856,0.0
whole corpus,0.49692369,0.0
whole corpus,0.38820487,0.0
whole corpus,0.399895,0.0
whole corpus,0.11281206,0.0
whole corpus,0.36065084,0.0
whole corpus,0.16228187,0.0
whole corpus,0.4628805,0.0
whole corpus,0.23270294,0.0
whole corpus,0.4292965,0.0
whole corpus,0.35231623,0.0
whole corpus,0.21702306,0.0
whole corpus,0.26170108,0.0
whole corpus,0.37299186,0.0
whole corpus,0.35549164,0.0
whole corpus,0.21132371,0.0
whole corpus,0.3044764,0.0
whole corpus,0.32411644,0.0
whole corpus,0.42400867,0.0
whole corpus,0.28247216,0.0
whole corpus,0.30117828,0.0
whole corpus,0.3286851,0.0
whole corpus,0.40326416,0.0
whole corpus,0.19770391,0.0
whole corpus,0.5946491,0.3919837898687367
whole corpus,0.3763167,0.0
whole corpus,0.13366723,0.0
whole corpus,0.2934625,0.0
whole corpus,0.29555336,0.0
whole corpus,0.28008354,0.0
whole corpus,0.24647626,0.0
whole corpus,0.35162842,0.0
whole corpus,0.29147175,0.0
whole corpus,0.26820764,0.0
whole corpus,0.22739631,0.0
whole corpus,0.27892688,0.0
whole corpus,0.5561266,0.0
whole corpus,0.39914906,0.0
whole corpus,0.35352513,0.0
whole corpus,0.105961,0.0
whole corpus,0.3235972,0.0
whole corpus,0.13127689,0.0
whole corpus,0.31864798,0.0
whole corpus,0.31467476,0.0
whole corpus,0.23820943,0.0
whole corpus,0.32530317,0.0
whole corpus,0.3722951,0.0
whole corpus,0.2621867,0.0
whole corpus,0.20019534,0.0
whole corpus,0.32962418,0.0
whole corpus,0.19261229,0.0
whole corpus,0.28880477,0.0
whole corpus,0.19640201,0.0
whole corpus,0.22396576,0.0
whole corpus,0.3133283,0.0
whole corpus,0.23172583,0.0
whole corpus,0.3315663,0.0
whole corpus,0.38018948,0.0
whole corpus,0.2348927,0.0
whole corpus,0.079347044,0.0
whole corpus,0.48423553,0.0
whole corpus,0.2629884,0.0
whole corpus,0.29706514,0.0
whole corpus,0.08168095,0.0
whole corpus,0.33991915,0.0
whole corpus,0.27804437,0.0
whole corpus,0.51274437,0.0
whole corpus,0.26269424,0.0
whole corpus,0.44242573,0.0
whole corpus,0.31328553,0.0
whole corpus,0.40081567,0.0
whole corpus,0.28859222,0.0
whole corpus,0.26877242,0.0
whole corpus,0.3316663,0.0
whole corpus,0.22726186,0.0
whole corpus,0.3276664,0.0
whole corpus,0.20507771,0.0
whole corpus,0.3048673,0.0
whole corpus,0.4927694,0.0
whole corpus,0.21366516,0.0
whole corpus,0.18044332,0.0
whole corpus,0.4894402,0.0
whole corpus,0.3599081,0.0
whole corpus,0.2617728,0.0
whole corpus,0.26985922,0.0
whole corpus,0.26747668,0.0
whole corpus,0.34793633,0.0
whole corpus,0.3208493,0.0
whole corpus,0.31385767,0.0
whole corpus,0.15699524,0.0
whole corpus,0.23065512,0.0
whole corpus,0.5969377,0.42122682280010687
whole corpus,0.3250637,0.0
whole corpus,0.3560626,0.0
whole corpus,0.3655917,0.0
whole corpus,0.19390261,0.0
whole corpus,0.2701932,0.0
whole corpus,0.37099302,0.0
whole corpus,0.2658028,0.0
whole corpus,0.25421584,0.0
whole corpus,0.2480945,0.0
whole corpus,0.21135464,0.0
whole corpus,0.30170536,0.0
whole corpus,0.2982443,0.0
whole corpus,0.31684417,0.0
whole corpus,0.31522438,0.0
whole corpus,0.30399734,0.0
whole corpus,0.20622876,0.0
whole corpus,0.28403753,0.0
whole corpus,0.4388739,0.0
whole corpus,0.09679102,0.0
whole corpus,0.35299328,0.0
whole corpus,0.26172888,0.0
whole corpus,0.21770218,0.0
whole corpus,0.21803227,0.0
whole corpus,0.32342726,0.0
whole corpus,0.18990661,0.0
whole corpus,0.29972392,0.0
whole corpus,0.2539791,0.0
whole corpus,0.4067486,0.0
whole corpus,0.33696306,0.0
whole corpus,0.3232438,0.0
whole corpus,0.343675,0.0
whole corpus,0.38784757,0.0
whole corpus,0.642061,0.997788360927129
whole corpus,0.20659512,0.0
whole corpus,0.5247066,0.0
whole corpus,0.40752146,0.0
whole corpus,0.3517282,0.0
whole corpus,0.19071478,0.0
whole corpus,0.3229053,0.0
whole corpus,0.3012871,0.0
whole corpus,0.38485837,0.0
whole corpus,0.42416918,0.0
whole corpus,0.26603258,0.0
whole corpus,0.30294377,0.0
whole corpus,0.39432356,0.0
whole corpus,0.3293204,0.0
whole corpus,0.2382915,0.0
whole corpus,0.22369157,0.0
whole corpus,0.4427687,0.0
whole corpus,0.3143624,0.0
whole corpus,0.40577853,0.0
whole corpus,0.2801102,0.0
whole corpus,0.2648164,0.0
whole corpus,0.5652328,0.016118244607685114
whole corpus,0.34915724,0.0
whole corpus,0.11667542,0.0
whole corpus,0.3095497,0.0
whole corpus,0.5407204,0.0
whole corpus,0.21203165,0.0
whole corpus,0.24285904,0.0
whole corpus,0.38967067,0.0
whole corpus,0.2650762,0.0
whole corpus,0.28591314,0.0
whole corpus,0.2500127,0.0
whole corpus,0.19784181,0.0
whole corpus,0.13403852,0.0
whole corpus,0.25224698,0.0
whole corpus,0.56896514,0.06380791401145461
whole corpus,0.32535982,0.0
whole corpus,0.14456604,0.0
whole corpus,0.29058582,0.0
whole corpus,0.25414234,0.0
whole corpus,0.22571778,0.0
whole corpus,0.26462188,0.0
whole corpus,0.20257401,0.0
whole corpus,0.25512075,0.0
whole corpus,0.2829073,0.0
whole corpus,0.42697224,0.0
whole corpus,0.23798732,0.0
whole corpus,0.25356054,0.0
whole corpus,0.2716901,0.0
whole corpus,0.20794553,0.0
whole corpus,0.25851673,0.0
whole corpus,0.24277037,0.0
whole corpus,0.13412742,0.0
whole corpus,0.3931874,0.0
whole corpus,0.33787954,0.0
whole corpus,0.2742964,0.0
whole corpus,0.3792587,0.0
whole corpus,0.34647158,0.0
whole corpus,0.16106912,0.0
whole corpus,0.22770618,0.0
whole corpus,0.29579145,0.0
whole corpus,0.60506874,0.5251208140068624
whole corpus,0.33168936,0.0
whole corpus,0.25243822,0.0
whole corpus,0.59522957,0.3994009812565695
whole corpus,0.2843783,0.0
whole corpus,0.25881475,0.0
whole corpus,0.4733402,0.0
whole corpus,0.3666109,0.0
whole corpus,0.21827936,0.0
whole corpus,0.20233843,0.0
whole corpus,0.20563683,0.0
whole corpus,0.4621873,0.0
whole corpus,0.28428203,0.0
whole corpus,0.34813643,0.0
whole corpus,0.47464195,0.0
whole corpus,0.23504049,0.0
whole corpus,0.4131844,0.0
whole corpus,0.3032328,0.0
whole corpus,0.36874074,0.0
whole corpus,0.38739967,0.0
whole corpus,0.2186882,0.0
whole corpus,0.19601431,0.0
whole corpus,0.18522848,0.0
whole corpus,0.29066566,0.0
whole corpus,0.36287957,0.0
whole corpus,0.40926355,0.0
whole corpus,0.2868776,0.0
whole corpus,0.1853057,0.0
whole corpus,0.24087118,0.0
whole corpus,0.24473283,0.0
whole corpus,0.29504594,0.0
whole corpus,0.23593716,0.0
whole corpus,0.25239938,0.0
whole corpus,0.47089913,0.0
whole corpus,0.3264506,0.0
whole corpus,0.3013565,0.0
whole corpus,0.35588673,0.0
whole corpus,0.2810484,0.0
whole corpus,0.25922126,0.0
whole corpus,0.22176906,0.0
whole corpus,0.24683948,0.0
whole corpus,0.27236402,0.0
whole corpus,0.25959355,0.0
whole corpus,0.3543626,0.0
whole corpus,0.28221256,0.0
whole corpus,0.35662234,0.0
whole corpus,0.28384066,0.0
whole corpus,0.3246081,0.0
whole corpus,0.24298953,0.0
whole corpus,0.3872447,0.0
whole corpus,0.3427643,0.0
whole corpus,0.24688883,0.0
whole corpus,0.32779282,0.0
whole corpus,0.29172832,0.0
whole corpus,0.3475018,0.0
whole corpus,0.24634963,0.0
whole corpus,0.26932803,0.0
whole corpus,0.16417703,0.0
whole corpus,0.272753,0.0
whole corpus,0.38513213,0.0
whole corpus,0.30431414,0.0
whole corpus,0.30076092,0.0
whole corpus,0.25466913,0.0
whole corpus,0.21237919,0.0
whole corpus,0.35415345,0.0
whole corpus,0.37008923,0.0
whole corpus,0.35562587,0.0
whole corpus,0.2887717,0.0
whole corpus,0.24159028,0.0
whole corpus,0.32908446,0.0
whole corpus,0.2968484,0.0
whole corpus,0.3500679,0.0
whole corpus,0.4047928,0.0
whole corpus,0.29223192,0.0
whole corpus,0.46962768,0.0
whole corpus,0.36382425,0.0
